,Spanish,English
15,"Asimismo, ha motivado la adopción de múltiples tratados internacionales para abordar las consecuencias negativas de la utilización de pabellones de conveniencia y para tratar de matizar el principio de jurisdicción exclusiva del Estado de pabellón en alta mar.","Furthermore, it has led to the adoption of a plethora of international treaties dealing with the negative consequences of the use of flags of convenience and the qualification of the principle of exclusive flag State jurisdiction on the high seas."
16,"Sin embargo, uno de los problemas fundamentales relacionados con los pabellones de conveniencia, como es la falta de transparencia sobre la identidad del verdadero propietario del buque, permanece sin resolver.","However, one of the fundamental problems related to flags of convenience, namely the lack of transparency regarding the identity of the beneficial owner of the ship, remains unsolved."
17,"El objetivo de este trabajo es, por un lado, analizar las consecuencias de la interpretación de las disposiciones de Derecho internacional público sobre la nacionalidad y registro de los buques por los tribunales internacionales sobre los pabellones de conveniencia y, por otro lado, estudiar los esfuerzos para eliminar los efectos más perniciosos de la utilización de pabellones de conveniencia a través de la progresiva introducción de estándares para el ejercicio de la libertad de navegación y para desalentar las actividades ilícitas en el mar.","The purpose of this work is, on the one hand, to analyse the consequences of the interpretation of the International Law provisions on ship nationality and registration by international courts on flags of convenience, and, on the other hand, to examine the endeavours to eliminate the most pernicious effects of the use of flags of convenience through the progressive implementation of standards to exercise the freedom of navigation and to deter illegal activities at sea."
18,"Los seres humanos y los animales experimentan un desarrollo morfológico desde la infancia hasta la edad adulta, que tiene lugar en paralelo con el desa rrollo cognitivo.","Humans and animals undergo morphological development from infancy to adulthood, which takes place in parallel with cognitive development."
19,"De hecho, se ha demostrado que este proceso facilita el aprendizaje en los humanos.","In fact, this process has been shown to facilitate learning in humans."
20,"Sin embargo, la mayoría de los trabajos sobre robótica del desarrollo consideran morfologías fijas, abordando sólo el desarrollo del sistema cognitivo de los robots e ignorando la interacción entre el desarrollo cognitivo y el desarrollo morfológico.","However, most of the works on developmental robotics consider fixed morphologies, addressing only the development of the cognitive system of the robots and ignoring the interaction between cognitive development and morphological development."
21,"Además, los pocos casos encontrados en la literatura en que el desarrollo cognitivo y morfológico se abordan conjunta‐ mente en los sistemas robóticos presentan resultados bastante heterogéneos y no concluyentes en cuanto a las causas y los mecanismos que explican la in fluencia del desarrollo morfológico en el aprendizaje.","Moreover, the few cases found in the literature where cognitive and morphological development are jointly addressed in robotic systems present rather heterogeneous and inconclusive results regarding the causes and the mechanisms that explain the influence of morphological development on learning."
22,"En este trabajo se aborda el problema de la identificación de los rasgos del desarrollo morfológico que influyen en el aprendizaje, así como el cómo y el porqué de esta influencia.","This work addresses the problem of identifying those features of morphological development that influence learning, as well as how and why this influence comes about."
23,"Para ello, se ha diseñado un marco experimental simple y controlado basado en morfologías de robots con patas y se ha realizado una extensa serie de experimentos para intentar responder a estas preguntas.","To this end, a simple and controlled experimental framework based on legged robot morphologies has been designed and an extensive series of experiments have been run in order to try to answer these questions."
24,Las conclusiones obtenidas de este trabajo experimental han sido validadas mediante la aplicación con éxito en un robot bípedo de una estrategia de desarrollo morfológico diseñada a partir de los conocimientos obtenidos.,The conclusions obtained from this experimental work have been validated through the successful implementation on a bipedal robot of a morphological development strategy designed using the insights obtained.
25,Esto nos ha permitido plantear un conjunto inicial de principios de diseño que deberían aplicarse para producir procesos de desarrollo morfológico exitosos para problemas particulares.,This has allowed us to posit an initial set of design principles that should be applied in order to produce successful morphological development processes for particular problems.
26,La irrupción de los sistemas de derechos humanos a nivel constitucional genera consecuencias en el ámbito de las Administraciones Públicas y la ciudadanía.,"The irruption of human rights systems at a constitutional level, has consequences in the field of Public Administrations and the citizens."
27,La persona y su dignidad son la centralidad del Derecho Administrativo.,The person and his dignity are at the center of the Administrative Law.
28,Desde la mirada convergente de los derechos humanos construimos y fundamentamos un concepto propio del control de convencionalidad interno en doble dimensión: obligación estatal y garantía ciudadana.,"From the convergent perspective of human rights, we build and base our own concept of the control of internal conventionality in two dimensions: state obligation and citizen guarantee."
29,Junto al deber de garantía explican el rol preventivo de las Administraciones Públicas que complementa a las funciones clásicas.,Alongside the duty of guarantee explain the preventive role of Public Administrations that complements classical functions.
30,Este rol es expresión del deber de garantía genérico.,This role is an expression of the generic warranty duty.
31,"Aquellas protegen y promocionan los compromisos internacionales, toman la iniciativa para remover cualquier obstáculo a la efectividad de los derechos.","They protect and promote international commitments, take the initiative to remove any obstacles to the effectiveness of rights."
32,"La tutela administrativa efectiva, el derecho a los nuevos derechos y garantías, la cogestión del bienestar general desde lo deberes humanos de la ciudadanía, las nuevas dimensiones interpretativas, el salto cultural de la dimensión homogénea hacia la heterogénea en cuanto a reflejos de la diversidad existente en la composición de las sociedades y el ensanche del contenido de juridicidad, son algunas de las principales consecuencias tematizadas.","Effective administrative protection, the right to new rights and guarantees, the co-management of general well-being from the human duties of citizenship, the new interpretative dimensions, the cultural leap of the homogeneous dimension towards the heterogeneous in terms of reflections of the diversity existing in the composition of societies and the widening of the content of juridicity, are some of the main consequences mentioned."
33,"El control de convencionalidad interno es desplegado en la propia sede de las Administraciones Públicas, de manera simétrica y sinérgica con el control de constitucionalidad.","Internal conventionality control is deployed at the bases of the Public Administrations itself, symmetrically and synergistically with constitutionality control."
34,Desde hace varios años la privación de libertad y la expulsión son medidas que se utilizan de manera recurrente en la gestión de los flujos migratorios irregulares.,"For several years, deprivation of liberty and expulsion are measures used recurrently in the management of irregular migratory flows."
35,"Los espacios de detención más conocidos para este fin son los Centros de Internamiento de Extranjeros (CIE), pero también se utilizan otros lugares como las cárceles, las comisarías o las salas de inadmisión de los aeropuertos.","The most well-known places of detention for this purpose are the Centers for the Internment of Foreigners, but other places such as prisons, police stations or inadmissible rooms of airports are also used."
36,"Mediante este estudio se pretende conocer el proceso que viven las personas extranjeras extracomunitarias que son detenidas e internadas en cárceles y Centros de Internamiento de Extranjeros, así como la atención social que reciben.","The aim of this study is to understand the personal experience of non-EU foreigners who are detained and interned in prisons and Foreigners Internment Centers, as well as the social care they receive."
37,"Por tanto, el objetivo es investigar cómo se planifica la intervención social durante el internamiento, qué pronóstico se prevé tras la finalización de este y qué atención social se proporciona cuando se ejecuta la expulsión o tras comprobar la imposibilidad de su ejecución.","Therefore, the objective is to investigate how social intervention is planned during detention, what prognosis is expected after its completion and what social care is provided when expulsion is carried out or after verifying the impossibility of its execution."
38,"El grupo de población estudiado se considera un colectivo especialmente vulnerable, ya que al sufrir una privación de libertad aumenta el riesgo de exclusión social, la cual se agrava por la situación de irregularidad administrativa.","The population group studied is considered a particularly vulnerable group, which, when suffering a deprivation of liberty increases the risk of social exclusion."
39,"Por ello, la atención social es imprescindible durante el internamiento por ser una herramienta fundamental para paliar los efectos de este, pero también para la preparación para la vida en libertad, así como para acompañar durante esos primeros momentos.","For this reason, social care is essential during detention as because it is a fundamental tool to mitigate these effects and to prepare for life in freedom, as well as to accompany for during those first moments."
40,"No obstante, la premisa de la que parte esta investigación es la existencia de un subsistema policial, en el que la extranjería y la criminalidad se abordan conjuntamente.","However, the premise from which this investigation is based on is the existence of a police subsystem, in which foreigners and criminality are addressed together."
41,"Con este planteamiento, el espacio para la atención social y la detección de necesidades de esta población se condiciona a una interpretación rígida y restrictiva de derechos.","With this approach, the space for social care and the detection of needs of this population is conditioned to a strict and restrictive interpretation of rights."
42,"El estudio conjunto de los centros de internamiento y de las prisiones como lugares de encierro en los que la presencia de personas extranjeras extracomunitarias es muy elevada, pone de relieve las coincidencias y diferencias entre ambos dispositivos, pero también el papel que cada uno de ellos ostenta en las políticas de control de los flujos migratorios.","The joint study of internment centers and prisons as places of confinement, where the presence of non-EU foreigners is very high, highlights the coincidences and differences between the two devices, but also the role that each one of them plays in the control policies of migratory flows."
43,La regeneración del hueso y el cartílago tras sufrir un traumatismo o una enfermedad degenerativa continúa siendo un gran desafío clínico.,Regeneration of bone and cartilage after trauma or age-related degenerative diseases remains a major clinical challenge.
44,"Debido a su capacidad de auto-renovación y multi-diferenciación, las células mesenquimales estromales (MSC) son una fuente celular prometedora para la regeneración de estos tejidos, pero la investigación en este campo se ve limitada por la tendencia de las MSC a la senescencia en cultivo.","Due to their self-renewal and multi-differentiation potential, mesenchymal stromal cells (MSCs) are a promising cell source for bone and cartilage regeneration, but research on this field is impaired by MSCs’ predisposition to senescence when culture-expanded."
45,"La inmortalización de las MSC les permite superar la senescencia, impulsando así los avances en la investigación.","Immortalization of MSCs allows them to bypass senescence, thus boosting the advances in MSC research."
46,"En este estudio, se ha desarrollado un método para inmortalizar MSC derivadas de donantes de edad avanzada mediante inoculación centrífuga de dos genes de inmortalización: el antígeno T grande del virus de simio 40 (SV40LT) y la transcriptasa reversa de la telomerasa humana (hTERT).","In this study, a method has been developed to immortalize MSCs derived from elderly donors by spinoculation of two immortalization genes: simian virus 40 large T antigen (SV40LT) and human telomerase reverse transcriptase (hTERT)."
47,"Las MSC inmortalizadas son fenotípicamente similares a las MSC primarias y son capaces de diferenciarse hacia los tres linajes esqueléticos, aunque tienen tendencia a seguir la ruta de diferenciación osteogénica.","Immortalized MSCs are phenotypically similar to primary MSCs and are able to differentiate to the three skeletal lineages, although their multi-differentiation potential is unbalanced towards the osteogenic pathway."
48,"Los condrocitos articulares y los sinoviocitos se pueden inmortalizar utilizando el mismo método, pero los condrocitos inmortalizados son metabólicamente diferentes de los condrocitos articulares primarios.","Articular chondrocytes and synoviocytes can also be immortalized by the same method, but immortalized chondrocytes are metabolically different from primary articular chondrocytes."
49,Estas células pueden ser útiles como parte de modelos in vitro de regeneración de los tejidos articulares o de enfermedad osteocondral.,These immortalized cells can be useful as part of in vitro models of osteochondral regeneration and disease.
50,"En esta memoria se abordan diversos problemas de decisión que surgen en la gestión de proyectos, en la teoría de juegos cooperativos y en la optimización de rutas de vehículos.","This dissertation addresses sorne decision problems that arise in project management, cooperative game theory and vehicle route optimization."
51,Empezamos estudiando el problema del reparto de los costes de demora en un proyecto.,We start with the problem of allocating the delay costs of a project.
52,"En un contexto estocástico en el que suponemos que las duraciones de las actividades son variables aleatorias, proponemos y estudiamos una regla de reparto basada en el valor de Shapley.","In a stochastic context in which we assume that activity durations are random variables, we propose and study an allocation rule based on the Shapley value."
53,"Además, presentamos un paquete de R que permite un control integral del proyecto, incluyendo la nueva regla de reparto.","In addition, we present an R package that allows a comprehensive control of the project, including the new rule."
54,"A continuación, proponemos y caracterizamos axiomáticamente nuevas soluciones igualitarias en el contexto de los juegos cooperativos con una estructura coalicional.",We propose and characterize new egalitarian solutions in the context of cooperative games with a coalitional structure.
55,"E introducimos un nuevo valor, utilizando una propiedad de jugadores necesarios, para juegos cooperativos, que posteriormente extendemos y caracterizamos dentro del marco de los juegos cooperativos con una estructura coalicional.","Also, using a necessary player property we introduce a new value for cooperative games, which we later extend and characterize within the framework of cooperative games with a coalitional structure."
56,"Por último, presentamos un algoritmo en dos pasos para resolver problemas de rutas de vehículos con multi-compartimentos y demandas estocásticas.","Finally, we present a two-step algorithm for solving multi-compartment vehicle route problems with stochastic demands."
57,"Este algoritmo obtiene una solución inicial mediante una heurística constructiva y, a continuación, utiliza una búsqueda tabú para mejorar la solución.",This algorithm obtains an initial solution through a constructive heuristic and then uses a tabu search to improve the solution.
58,"Utilizando datos reales, llevamos a cabo un análisis del comportamiento del algoritmo.","Using real data, we evaluate the performance of the algorithm."
59,El transporte difusivo es un mecanismo fundamental en importantes procesos biológicos que incluyen reacciones químicas.,Diffusive transport is a fundamental mechanism in key biological processes involving chemical reactions.
60,"Sin embargo, las aproximaciones físico-estadísticas más habituales son incapaces de explicar satisfactoriamente la cinética de aquellos procesos reactivos que se ven fuertemente afectados por el crecimiento del medio en cuestión.","However, the most common statistical physics approaches fail to provide a satisfactory explanation for the kinetics of those reactive processes strongly affected by the growth of the embedding medium."
61,"Para aplicaciones en Biología y en otros ámbitos, resulta imprescindible elaborar modelos físico-estadísticos que describan apropiadamente el movimiento difusivo en medios expansivos.","For applications in biology and other fields, it is essential to develop statistical models which appropriately describe diffusion in expanding media."
62,"En muchas ocasiones, el movimiento de las partículas en los sistemas a estudiar satisface con bastante exactitud las leyes de la difusión browniana (también denominada difusión normal).","On many occasions, the motion of the particles in the systems under study follows rather accurately the laws of Brownian motion (also called normal diffusion)."
63,"Pero en otras, factores como el desorden del medio o la presencia de obstáculos que limitan el esparcimiento de las partículas introducen una mayor complejidad estadística en el transporte difusivo.","In other cases, though, features such as the medium disorder or the presence of obstacles hindering the dissemination of the particles introduce a higher complexity in the statistics of diffusive transport."
64,"Ello conduce a la llamada difusión anómala, frecuentemente modelada mediante la denominada Caminata Aleatoria en Tiempo Continuo.","This results in what is known as anomalous diffusion, which is frequently modeled via the so-called Continuous-Time Random Walk."
65,"En esta tesis, desarrollamos dicho modelo para el caso de un medio expansivo, deducimos la correspondiente ecuación de Fokker-Planck, y calculamos los momentos estadísticos, tanto en ausencia como en presencia de fuerzas externas.","In this thesis, we develop this model for the case of an expanding medium, we derive the corresponding Fokker-Planck equation, and we compute the statistical moments, both in the absence and in the presence of external forces."
66,Nuestros resultados revelan que los efectos de la expansión del medio en el transporte de partículas no brownianas pueden ser muy diferentes de los observados para partículas brownianas.,Our results show that the effects of the medium expansion on non-Brownian particles may be very different from those observed for Brownian particles.
67,"Finalmente, estudiamos ciertos procesos de reacción-difusión en medios expansivos uniformes, y mostramos que la cinética puede describirse mediante las mismas ecuaciones que para un medio estático si se lleva a cabo una transformación espaciotemporal adecuada.","Finally, we study certain reaction-diffusion processes in uniformly expanding media, and we show that the kinetics can be described by the same equations as in static media if a suitable spatiotemporal transformation is carried out."
68,Verificamos nuestros principales resultados analíticos mediante simulaciones numéricas.,We validate our main analytic results by means of numerical simulations.
69,"El objetivo de este estudio es obtener un análisis profundo de la situación de los trastornos de déficit de atención con hiperactividad (TDAH) en Centros Escolares de Educación Primaria, de una ciudad media como Badajoz, perteneciente a la Comunidad Autónoma de Extremadura.","The objective of this study is to obtain an in-depth analysis of the situation of attention deficit hyperactivity disorders (ADHD) in Primary Education Schools, in an average city such as Badajoz, belonging to the Autonomous Community of Extremadura."
70,"Una herramienta muy útil para el análisis neuropsicológico, de la madurez grafomotora y del desarrollo de las habilidades visuoperceptivas en la infancia, es el dibujo de la familia por parte del escolar.","A very useful tool for neuropsychological analysis, of the graphomotor maturity and the development of visuoperceptive skills in childhood is the drawing of the family, by the scholastic."
71,"Partiendo de esta premisa, se proponen diferentes metas a alcanzar en este trabajo.","Based on this premise, different goals are proposed to be achieved in this work."
72,"En este proyecto se presentan los primeros datos de un estudio piloto diseñado, por un lado, para conocer la prevalencia del TDAH a través de una encuesta de aplicación escolar en España, como la escala escolar de Conners validada (EEC), y por otro realizar una recogida de material gráfico en escolares de 8 a 9 años que sirva de archivo documental.","This project presents the first data from a pilot study designed, to understand the prevalence of ADHD through a school application survey in Spain, such as the validated Conners school scale (EEC), and to conduct a collection of material in schoolchildren from 8 to 9 years old that serves as a documentary archive."
73,"Dicho material es analizado a través del test Goodenough, para obtener datos tan relevantes como la edad madurativa o el coeficiente intelectual.","This material is analyzed through the Goodenough test, to obtain data as relevant as matureage or IQ."
74,"Con estos parámetros recogidos, se realiza un análisis estadístico para valorar la existencia de un patrón entre parámetros del dibujo de las figuras familiares y el TDAH.","With these parameters collected, a statistical analysis is performed to assess the existence of a guideline between parameters of the drawing of family figures and ADHD."
75,"La mayor parte de los estudios de biología del desarrollo de aves se ha realizado en especies precociales, que en el momento de la eclosión presentan un grado de maduración de los diferentes sistemas bastante avanzado, pudiendo desenvolverse por sí mismos sin necesidad de los individuos parentales.","Most of the studies in developmental biology using birds have been carried out in precocial species which, at hatching, show an advanced grade of maturity of the systems."
76,"Esto implica poseer en el nacimiento un sistema nervioso muy maduro y un sistema músculo-esquelético totalmente desarrollado, que les permita relacionarse con el entorno de manera adecuada.","This implies that after hatching, the nervous and the musculoskeletal systems are fully developed, and this allow them to interact with their environment in an appropriate way."
77,"Por el contrario, las especies altriciales nacen ciegas, desnudas y sin capacidad locomotora, dependiendo su viabilidad totalmente de los individuos parentales.","On the other hand, altricial species born naked, blind and without locomotor competence, depending on parental care completely."
78,"En la presente tesis se ha determinado el patrón de diferenciación del sistema visual y el sistema esquelético de una especie altricial, el diamante cebra de Tímor (Taeniopygia guttata) y se ha comparado con el patrón de diferenciación de los mismos sistemas en dos especies precociales de uso frecuente en el campo de la biología del desarrollo, la codorniz común (Coturnix coturnix) y el pollo (Gallus gallus).","In the present thesis it has been determined the differentiating pattern of the visual and skeletal systems of an altricial species, the zebra finch (Taeniopygia guttata) and it has been compared with those of two of the most frequently precocial species used in developmental biology, the quail (Coturnix coturnix) and the chick (Gallus gallus)."
79,Para ello se han utilizado técnicas histológicas e histoquímicas.,It has been used histological and histochemical techniques.
80,"Estas técnicas, por una parte, nos han permitido determinar el inicio de la diferenciación celular en la retina de las distintas especies, la aparición de las diferentes capas y el proceso de maduración de cada uno de los tipos celulares de esta región sensorial.","These techniques allow us to determine the onset of cell differentiation in the retina of these species, the emergence of the different layers and the maturity process of each cell type in this region."
81,"Por otra parte, se ha establecido el momento de inicio de los procesos osteogénicos y la progresión de los mismos durante el desarrollo embrionario y los estadios posnatales.","Moreover, it has been stablished the onset of the osteogenic processes and its progression along the embryonic development and postnatal stages."
82,"Este estudio tuvo como objetivo demostrar que la aplicación del enfoque histórico cultural en el proceso de enseñanza-aprendizaje desarrollador (PEAD) conduce a los estudiantes de los niveles de básica superior y bachillerato a mejorar la actitud para trabajar en equipo y junto al/la docente convertirse en mediadores del aprendizaje de los otros, permitiendo el tránsito de la Zona de Desarrollo Próximo a la Zona de Desarrollo Potencial.","The objective of this study was to demonstrate that the application of the cultural historical perspective in the developer teaching-learning process leads students of the upper basic and high school levels to improve the attitude to work as a team and, together with the teacher, become mediators from the learning of others, allowing transit from the Zone of Proximal Development to the Zone of Potential Development."
83,"Además, analizó, cómo el desarrollo de procesos meta-cognitivos aportan en la formación de personalidades integrales.","Besides, it was analyzed how the development of metacognitive processes contribute to the formation of integral personalities."
84,La población seleccionada la conformaron docentes en formación de séptimo y octavo nivel de la carrera de Ciencias Sociales de la Universidad Central del Ecuador y estudiantes de determinados colegios de la ciudad de Quito.,The selected population was made up of teachers in training at the seventh and eighth levels of the Social Sciences career at the Central University of Ecuador and students from certain schools in the city of Quito.
85,Los primeros eran responsables de la práctica pre-profesional en instituciones educativas de nivel básico y bachillerato y en los segundos se aplicó la metodología enseñanza aprendizaje desarrolladora.,"The fist group were responsible for pre-professional practice in basic and high school educational institutions, and in the second group, the developer-learning teaching methodology was applied."
86,El estudio es cuasi-experimental con un diseño pretest-postest con grupo de control.,The study is quasi-experimental with a pretest-posttest design with a control group.
87,Conformaron el grupo experimental 430 estudiantes de Básica Superior y de Bachillerato y el grupo control 405 estudiantes.,The experimental group was made up of 430 students of Basic Superior and High School and the control group with 405 students.
88,"Se aplicaron cuatro cuestionarios: Escala Procesos Meta-cognitivos del Aprendizaje (MAD), Mediación en el Proceso de Aprender (MPA), “Predisposición y Actitudes ante el Trabajo en Equipo (CACTE); Evaluación en el Aprendizaje (EAP).","Four questionnaires were applied: Metacognitive Processes of Learning Scale (MAD), Mediation in the Learning Process (MPA), “Predisposition and Attitudes towards Teamwork (CACTE); Evaluation Assessment in Learning (EAP)."
89,"Posterior a la intervención, el grupo experimental manifestó un incremento significativo en MAD (0,93), en EAP (0,75), en CACTE (0,30), mediano (0,50) en MPA.","After the intervention, the experimental group showed a significant increase in MAD (0.93), in EAP (0.75), in CACTE (0.30), median (0.50) in MPA."
90,"Se concluye que la aplicación del enfoque histórico cultural a través del PEAD, mejora el aprendizaje y formación integral de los educandos.",It is concluded that the application of the cultural historical perspective through the PEAD improves the learning and integral formation of the students.
91,"La obesidad es una enfermedad compleja que ha adquirido proporciones epidémicas, convirtiéndose en un problema sanitario de primer orden.","Obesity is a complex disease that has acquired epidemic proportions, becoming a health problem of the first order."
92,"La cirugía bariátrica, como tratamiento de la obesidad y comorbilidades asociadas, obtiene unos resultados loables; sin embargo, las bases etiopatogénicas de su efecto continúan sin esclarecerse.","Bariatric surgery, as a treatment for obesity and associated comorbidities, obtains commendable results; however, the etiopathogenic bases of its effect remain unclear."
93,"La caracterización de las alteraciones metabólicas en la obesidad, y su evolución tras la cirugía bariátrica, permitirá una mayor comprensión de los mecanismos fisiológicos implicados.","The characterization of the metabolic alterations in obesity, and their evolution after bariatric surgery, will allow a better understanding of the physiological mechanisms involved."
94,"Por todo ello, en esta tesis doctoral se analiza la obesidad grave y su evolución tras la cirugía bariátrica, concretamente: 1.","Therefore, in this doctoral thesis we analyse severe obesity and its evolution after bariatric surgery, specifically: 1."
95,La antropometría.,Anthropometry.
96,2.,2.
97,Las comorbilidades más prevalentes.,The most prevalent comorbidities.
98,3.,3.
99,"El perfil glucídico, lipídico y hepático, marcadores de inflamación y los ejes tiroideo, somatotropo y gonadal.","The carbohydrate, lipid and liver profile, inflammation markers and the thyroid, somatotropic and gonadal axes."
100,4.,4.
101,"Los niveles sanguíneos del factor de crecimiento de fibroblastos 21 (FGF21), ghrelina acilada, péptido tirosina-tirosina 3-36 (PYY3-36) y leptina.","Blood levels of fibroblast growth factor 21 (FGF21), acylated ghrelin, peptide tyrosine-tyrosine 3-36 (PYY3-36) and leptin."
102,"Asimismo, se analizan los datos con perspectiva de género y en función del tipo de cirugía bariátrica.","Likewise, the data are analysed from a gender perspective and according to the type of bariatric surgery."
103,Obteniendo que: 1.,Obtaining that: 1.
104,El peso y el índice de masa corporal (IMC) mejoran independientemente del sexo y el tipo de cirugía bariátrica.,Weight and body mass index (IMC) improve regardless of gender and type of bariatric surgery.
105,"Mientras que, la masa grasa y el exceso de peso perdido (EPP) son dependientes de ambos factores y el exceso de índice de masa corporal perdido (EIMCP) lo es del tipo de cirugía.","Whereas, the fat mass and the excess weight lost (EPP) are dependent on both factors and the excess body mass index (EIMCP) is dependent on the type of surgery."
106,2.,2.
107,"En la cohorte de pacientes obesos mórbidos que decidieron operarse de cirugía bariátrica y participan en esta tesis, la diabetes mellitus tipo 2 (DM2) y la dislipemia son más prevalentes en hombres y el síndrome ansioso-depresivo en mujeres.","In the cohort of morbidly obese patients who decided to undergo bariatric surgery and participate in this thesis, type 2 diabetes mellitus (DM2) and dyslipidaemia are more prevalent in men and anxiety-depressive syndrome in women."
108,"Mejorando todas las comorbilidades independientemente del tipo de cirugía durante los tres primeros meses tras la operación, sin embargo, los hombres muestran una mejora de la DM2 más acentuada.","Improving all comorbidities regardless of the type of surgery during the first three months after the operation, however, men show a more marked improvement in DM2."
109,3.,3.
110,"La cirugía bariátrica mejora el metabolismo de los glúcidos, el perfil lipídico y hepático, los ejes somatotropo, tiroideo y gonadal, así como los marcadores de inflamación.","Bariatric surgery improves carbohydrate metabolism, lipid and liver profile, somatotropic, thyroid and gonadal axes, as well as markers of inflammation."
111,"Además, se encuentra que el eje somatotropo y el perfil lipídico son dependientes del sexo y del tipo de cirugía, respectivamente.","Furthermore, we find that the somatotropic axis and the lipid profile are dependent on sex and the type of surgery, respectively."
112,4.,4.
113,"FGF21, la ghrelina acilada, PYY3-36 y la leptina están alteradas durante la obesidad; sin embargo, solo la leptina y el PYY3-36 mejoran un año después de la cirugía.","FGF21, acylated ghrelin, PYY3-36, and leptin are altered during obesity; however, only leptin and PYY3-36 improve one year after surgery."
